test_id,test_name,sample_idx,in_re,in_im,exp_out_re,exp_out_im
7,tone_bin5,10,0.7071067812,0.7071067812,0.0000000000,-0.0000000000
7,tone_bin5,11,-0.9238795325,0.3826834324,0.0000000000,0.0000000000
7,tone_bin5,12,-0.0000000000,-1.0000000000,-0.0000000000,0.0000000000
7,tone_bin5,13,0.9238795325,0.3826834324,0.0000000000,-0.0000000000
7,tone_bin5,14,-0.7071067812,0.7071067812,0.0000000000,0.0000000000
7,tone_bin5,15,-0.3826834324,-0.9238795325,0.0000000000,0.0000000000
8,tone_bin6,0,1.0000000000,0.0000000000,-0.0000000000,-0.0000000000
8,tone_bin6,1,-0.7071067812,0.7071067812,-0.0000000000,-0.0000000000
8,tone_bin6,2,-0.0000000000,-1.0000000000,0.0000000000,0.0000000000
8,tone_bin6,3,0.7071067812,0.7071067812,-0.0000000000,-0.0000000000
8,tone_bin6,4,-1.0000000000,0.0000000000,0.0000000000,0.0000000000
8,tone_bin6,5,0.7071067812,-0.7071067812,-0.0000000000,0.0000000000
8,tone_bin6,6,0.0000000000,1.0000000000,16.0000000000,-0.0000000000
8,tone_bin6,7,-0.7071067812,-0.7071067812,0.0000000000,0.0000000000
8,tone_bin6,8,1.0000000000,-0.0000000000,-0.0000000000,0.0000000000
8,tone_bin6,9,-0.7071067812,0.7071067812,0.0000000000,-0.0000000000
8,tone_bin6,10,-0.0000000000,-1.0000000000,-0.0000000000,0.0000000000
8,tone_bin6,11,0.7071067812,0.7071067812,0.0000000000,-0.0000000000
8,tone_bin6,12,-1.0000000000,0.0000000000,0.0000000000,-0.0000000000
8,tone_bin6,13,0.7071067812,-0.7071067812,-0.0000000000,0.0000000000
8,tone_bin6,14,-0.0000000000,1.0000000000,-0.0000000000,0.0000000000
8,tone_bin6,15,-0.7071067812,-0.7071067812,0.0000000000,0.0000000000
9,tone_bin7,0,1.0000000000,0.0000000000,0.0000000000,-0.0000000000
9,tone_bin7,1,-0.9238795325,0.3826834324,-0.0000000000,-0.0000000000
9,tone_bin7,2,0.7071067812,-0.7071067812,0.0000000000,0.0000000000
9,tone_bin7,3,-0.3826834324,0.9238795325,0.0000000000,0.0000000000
9,tone_bin7,4,-0.0000000000,-1.0000000000,-0.0000000000,0.0000000000
9,tone_bin7,5,0.3826834324,0.9238795325,-0.0000000000,0.0000000000
9,tone_bin7,6,-0.7071067812,-0.7071067812,-0.0000000000,0.0000000000
9,tone_bin7,7,0.9238795325,0.3826834324,16.0000000000,-0.0000000000
9,tone_bin7,8,-1.0000000000,0.0000000000,0.0000000000,0.0000000000
9,tone_bin7,9,0.9238795325,-0.3826834324,0.0000000000,0.0000000000
9,tone_bin7,10,-0.7071067812,0.7071067812,0.0000000000,0.0000000000
9,tone_bin7,11,0.3826834324,-0.9238795325,-0.0000000000,0.0000000000
9,tone_bin7,12,-0.0000000000,1.0000000000,-0.0000000000,0.0000000000
9,tone_bin7,13,-0.3826834324,-0.9238795325,0.0000000000,-0.0000000000
9,tone_bin7,14,0.7071067812,0.7071067812,-0.0000000000,-0.0000000000
9,tone_bin7,15,-0.9238795325,-0.3826834324,0.0000000000,-0.0000000000
10,tone_bin8,0,1.0000000000,0.0000000000,0.0000000000,0.0000000000
10,tone_bin8,1,-1.0000000000,0.0000000000,-0.0000000000,0.0000000000
10,tone_bin8,2,1.0000000000,-0.0000000000,0.0000000000,0.0000000000
10,tone_bin8,3,-1.0000000000,0.0000000000,-0.0000000000,0.0000000000
10,tone_bin8,4,1.0000000000,-0.0000000000,-0.0000000000,0.0000000000
10,tone_bin8,5,-1.0000000000,0.0000000000,-0.0000000000,-0.0000000000
10,tone_bin8,6,1.0000000000,-0.0000000000,0.0000000000,-0.0000000000
10,tone_bin8,7,-1.0000000000,0.0000000000,-0.0000000000,0.0000000000
10,tone_bin8,8,1.0000000000,-0.0000000000,16.0000000000,-0.0000000000
10,tone_bin8,9,-1.0000000000,0.0000000000,0.0000000000,0.0000000000
10,tone_bin8,10,1.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
10,tone_bin8,11,-1.0000000000,0.0000000000,0.0000000000,-0.0000000000
10,tone_bin8,12,1.0000000000,-0.0000000000,0.0000000000,0.0000000000
10,tone_bin8,13,-1.0000000000,-0.0000000000,0.0000000000,0.0000000000
10,tone_bin8,14,1.0000000000,-0.0000000000,-0.0000000000,0.0000000000
10,tone_bin8,15,-1.0000000000,0.0000000000,0.0000000000,0.0000000000
11,tone_bin9,0,1.0000000000,0.0000000000,0.0000000000,0.0000000000
11,tone_bin9,1,-0.9238795325,-0.3826834324,0.0000000000,0.0000000000
11,tone_bin9,2,0.7071067812,0.7071067812,-0.0000000000,0.0000000000
11,tone_bin9,3,-0.3826834324,-0.9238795325,-0.0000000000,0.0000000000
11,tone_bin9,4,0.0000000000,1.0000000000,-0.0000000000,-0.0000000000
11,tone_bin9,5,0.3826834324,-0.9238795325,0.0000000000,-0.0000000000
11,tone_bin9,6,-0.7071067812,0.7071067812,-0.0000000000,0.0000000000
11,tone_bin9,7,0.9238795325,-0.3826834324,-0.0000000000,-0.0000000000
11,tone_bin9,8,-1.0000000000,0.0000000000,-0.0000000000,-0.0000000000
11,tone_bin9,9,0.9238795325,0.3826834324,16.0000000000,-0.0000000000
11,tone_bin9,10,-0.7071067812,-0.7071067812,0.0000000000,-0.0000000000
11,tone_bin9,11,0.3826834324,0.9238795325,0.0000000000,-0.0000000000
11,tone_bin9,12,-0.0000000000,-1.0000000000,0.0000000000,0.0000000000
11,tone_bin9,13,-0.3826834324,0.9238795325,-0.0000000000,-0.0000000000
11,tone_bin9,14,0.7071067812,-0.7071067812,0.0000000000,-0.0000000000
11,tone_bin9,15,-0.9238795325,0.3826834324,0.0000000000,0.0000000000
12,tone_bin10,0,1.0000000000,0.0000000000,-0.0000000000,0.0000000000
12,tone_bin10,1,-0.7071067812,-0.7071067812,-0.0000000000,0.0000000000
12,tone_bin10,2,0.0000000000,1.0000000000,-0.0000000000,-0.0000000000
12,tone_bin10,3,0.7071067812,-0.7071067812,0.0000000000,0.0000000000
12,tone_bin10,4,-1.0000000000,0.0000000000,0.0000000000,0.0000000000
12,tone_bin10,5,0.7071067812,0.7071067812,-0.0000000000,-0.0000000000
12,tone_bin10,6,-0.0000000000,-1.0000000000,-0.0000000000,-0.0000000000
12,tone_bin10,7,-0.7071067812,0.7071067812,0.0000000000,0.0000000000
12,tone_bin10,8,1.0000000000,-0.0000000000,-0.0000000000,0.0000000000
12,tone_bin10,9,-0.7071067812,-0.7071067812,-0.0000000000,-0.0000000000
12,tone_bin10,10,-0.0000000000,1.0000000000,16.0000000000,-0.0000000000
12,tone_bin10,11,0.7071067812,-0.7071067812,0.0000000000,-0.0000000000
12,tone_bin10,12,-1.0000000000,0.0000000000,0.0000000000,0.0000000000
12,tone_bin10,13,0.7071067812,0.7071067812,-0.0000000000,0.0000000000
12,tone_bin10,14,-0.0000000000,-1.0000000000,0.0000000000,-0.0000000000
12,tone_bin10,15,-0.7071067812,0.7071067812,0.0000000000,-0.0000000000
13,tone_bin11,0,1.0000000000,0.0000000000,0.0000000000,0.0000000000
13,tone_bin11,1,-0.3826834324,-0.9238795325,0.0000000000,0.0000000000
13,tone_bin11,2,-0.7071067812,0.7071067812,0.0000000000,0.0000000000
13,tone_bin11,3,0.9238795325,0.3826834324,-0.0000000000,0.0000000000
13,tone_bin11,4,-0.0000000000,-1.0000000000,-0.0000000000,0.0000000000
13,tone_bin11,5,-0.9238795325,0.3826834324,-0.0000000000,0.0000000000
13,tone_bin11,6,0.7071067812,0.7071067812,-0.0000000000,0.0000000000
13,tone_bin11,7,0.3826834324,-0.9238795325,-0.0000000000,0.0000000000
13,tone_bin11,8,-1.0000000000,0.0000000000,-0.0000000000,0.0000000000
13,tone_bin11,9,0.3826834324,0.9238795325,-0.0000000000,0.0000000000
13,tone_bin11,10,0.7071067812,-0.7071067812,-0.0000000000,0.0000000000
13,tone_bin11,11,-0.9238795325,-0.3826834324,16.0000000000,-0.0000000000
13,tone_bin11,12,0.0000000000,1.0000000000,0.0000000000,0.0000000000
13,tone_bin11,13,0.9238795325,-0.3826834324,0.0000000000,0.0000000000
13,tone_bin11,14,-0.7071067812,-0.7071067812,0.0000000000,0.0000000000
13,tone_bin11,15,-0.3826834324,0.9238795325,0.0000000000,0.0000000000
14,tone_bin12,0,1.0000000000,0.0000000000,-0.0000000000,0.0000000000
14,tone_bin12,1,-0.0000000000,-1.0000000000,0.0000000000,-0.0000000000
14,tone_bin12,2,-1.0000000000,0.0000000000,0.0000000000,-0.0000000000
14,tone_bin12,3,0.0000000000,1.0000000000,-0.0000000000,0.0000000000
14,tone_bin12,4,1.0000000000,-0.0000000000,0.0000000000,0.0000000000
14,tone_bin12,5,-0.0000000000,-1.0000000000,0.0000000000,0.0000000000
14,tone_bin12,6,-1.0000000000,0.0000000000,-0.0000000000,-0.0000000000
14,tone_bin12,7,-0.0000000000,1.0000000000,-0.0000000000,-0.0000000000
14,tone_bin12,8,1.0000000000,-0.0000000000,0.0000000000,0.0000000000
14,tone_bin12,9,-0.0000000000,-1.0000000000,-0.0000000000,-0.0000000000
14,tone_bin12,10,-1.0000000000,0.0000000000,0.0000000000,0.0000000000
14,tone_bin12,11,0.0000000000,1.0000000000,-0.0000000000,0.0000000000
14,tone_bin12,12,1.0000000000,-0.0000000000,16.0000000000,-0.0000000000
14,tone_bin12,13,-0.0000000000,-1.0000000000,0.0000000000,0.0000000000
14,tone_bin12,14,-1.0000000000,-0.0000000000,-0.0000000000,0.0000000000
14,tone_bin12,15,0.0000000000,1.0000000000,0.0000000000,-0.0000000000
15,tone_bin13,0,1.0000000000,0.0000000000,-0.0000000000,0.0000000000
15,tone_bin13,1,0.3826834324,-0.9238795325,-0.0000000000,-0.0000000000
15,tone_bin13,2,-0.7071067812,-0.7071067812,0.0000000000,-0.0000000000
15,tone_bin13,3,-0.9238795325,0.3826834324,0.0000000000,-0.0000000000
15,tone_bin13,4,-0.0000000000,1.0000000000,0.0000000000,0.0000000000
15,tone_bin13,5,0.9238795325,0.3826834324,0.0000000000,0.0000000000
15,tone_bin13,6,0.7071067812,-0.7071067812,-0.0000000000,0.0000000000
15,tone_bin13,7,-0.3826834324,-0.9238795325,-0.0000000000,-0.0000000000
15,tone_bin13,8,-1.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
15,tone_bin13,9,-0.3826834324,0.9238795325,0.0000000000,-0.0000000000
15,tone_bin13,10,0.7071067812,0.7071067812,0.0000000000,0.0000000000
15,tone_bin13,11,0.9238795325,-0.3826834324,0.0000000000,0.0000000000
15,tone_bin13,12,0.0000000000,-1.0000000000,0.0000000000,0.0000000000
15,tone_bin13,13,-0.9238795325,-0.3826834324,16.0000000000,0.0000000000
15,tone_bin13,14,-0.7071067812,0.7071067812,-0.0000000000,0.0000000000
15,tone_bin13,15,0.3826834324,0.9238795325,-0.0000000000,0.0000000000
16,tone_bin14,0,1.0000000000,0.0000000000,0.0000000000,0.0000000000
16,tone_bin14,1,0.7071067812,-0.7071067812,0.0000000000,0.0000000000
16,tone_bin14,2,-0.0000000000,-1.0000000000,-0.0000000000,0.0000000000
16,tone_bin14,3,-0.7071067812,-0.7071067812,-0.0000000000,0.0000000000
16,tone_bin14,4,-1.0000000000,0.0000000000,0.0000000000,-0.0000000000
16,tone_bin14,5,-0.7071067812,0.7071067812,-0.0000000000,-0.0000000000
16,tone_bin14,6,-0.0000000000,1.0000000000,0.0000000000,-0.0000000000
16,tone_bin14,7,0.7071067812,0.7071067812,0.0000000000,-0.0000000000
16,tone_bin14,8,1.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
16,tone_bin14,9,0.7071067812,-0.7071067812,0.0000000000,0.0000000000
16,tone_bin14,10,-0.0000000000,-1.0000000000,0.0000000000,0.0000000000
16,tone_bin14,11,-0.7071067812,-0.7071067812,-0.0000000000,0.0000000000
16,tone_bin14,12,-1.0000000000,-0.0000000000,-0.0000000000,0.0000000000
16,tone_bin14,13,-0.7071067812,0.7071067812,-0.0000000000,0.0000000000
16,tone_bin14,14,0.0000000000,1.0000000000,16.0000000000,-0.0000000000
16,tone_bin14,15,0.7071067812,0.7071067812,0.0000000000,0.0000000000
17,tone_bin15,0,1.0000000000,0.0000000000,0.0000000000,0.0000000000
17,tone_bin15,1,0.9238795325,-0.3826834324,0.0000000000,0.0000000000
17,tone_bin15,2,0.7071067812,-0.7071067812,-0.0000000000,0.0000000000
17,tone_bin15,3,0.3826834324,-0.9238795325,0.0000000000,0.0000000000
17,tone_bin15,4,-0.0000000000,-1.0000000000,0.0000000000,0.0000000000
17,tone_bin15,5,-0.3826834324,-0.9238795325,-0.0000000000,0.0000000000
17,tone_bin15,6,-0.7071067812,-0.7071067812,-0.0000000000,-0.0000000000
17,tone_bin15,7,-0.9238795325,-0.3826834324,0.0000000000,-0.0000000000
17,tone_bin15,8,-1.0000000000,0.0000000000,0.0000000000,-0.0000000000
17,tone_bin15,9,-0.9238795325,0.3826834324,0.0000000000,0.0000000000
17,tone_bin15,10,-0.7071067812,0.7071067812,-0.0000000000,0.0000000000
17,tone_bin15,11,-0.3826834324,0.9238795325,-0.0000000000,0.0000000000
17,tone_bin15,12,0.0000000000,1.0000000000,0.0000000000,0.0000000000
17,tone_bin15,13,0.3826834324,0.9238795325,-0.0000000000,0.0000000000
17,tone_bin15,14,0.7071067812,0.7071067812,-0.0000000000,0.0000000000
17,tone_bin15,15,0.9238795325,0.3826834324,16.0000000000,-0.0000000000
18,two_tone_1_5,0,1.0000000000,0.0000000000,-0.0000000000,-0.0000000000
18,two_tone_1_5,1,0.2705980501,0.6532814824,8.0000000000,-0.0000000000
18,two_tone_1_5,2,-0.0000000000,0.0000000000,0.0000000000,0.0000000000
18,two_tone_1_5,3,0.6532814824,0.2705980501,-0.0000000000,0.0000000000
18,two_tone_1_5,4,0.0000000000,1.0000000000,-0.0000000000,-0.0000000000
18,two_tone_1_5,5,-0.6532814824,0.2705980501,8.0000000000,-0.0000000000
18,two_tone_1_5,6,-0.0000000000,-0.0000000000,0.0000000000,-0.0000000000
18,two_tone_1_5,7,-0.2705980501,0.6532814824,0.0000000000,0.0000000000
18,two_tone_1_5,8,-1.0000000000,0.0000000000,-0.0000000000,0.0000000000
18,two_tone_1_5,9,-0.2705980501,-0.6532814824,0.0000000000,0.0000000000
18,two_tone_1_5,10,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000
18,two_tone_1_5,11,-0.6532814824,-0.2705980501,-0.0000000000,0.0000000000
18,two_tone_1_5,12,-0.0000000000,-1.0000000000,-0.0000000000,0.0000000000
18,two_tone_1_5,13,0.6532814824,-0.2705980501,-0.0000000000,-0.0000000000
18,two_tone_1_5,14,0.0000000000,0.0000000000,0.0000000000,0.0000000000
18,two_tone_1_5,15,0.2705980501,-0.6532814824,-0.0000000000,0.0000000000
19,two_tone_2_7,0,1.0000000000,0.0000000000,0.0000000000,-0.0000000000
19,two_tone_2_7,1,-0.1083863757,0.5448951068,-0.0000000000,-0.0000000000
19,two_tone_2_7,2,0.3535533906,0.1464466094,8.0000000000,-0.0000000000
19,two_tone_2_7,3,-0.5448951068,0.8154931568,0.0000000000,0.0000000000
19,two_tone_2_7,4,-0.5000000000,-0.5000000000,-0.0000000000,0.0000000000
19,two_tone_2_7,5,-0.1622116744,0.1083863757,-0.0000000000,-0.0000000000
19,two_tone_2_7,6,-0.3535533906,-0.8535533906,-0.0000000000,0.0000000000
19,two_tone_2_7,7,0.8154931568,-0.1622116744,8.0000000000,-0.0000000000
19,two_tone_2_7,8,0.0000000000,0.0000000000,0.0000000000,0.0000000000
19,two_tone_2_7,9,0.8154931568,0.1622116744,0.0000000000,0.0000000000
19,two_tone_2_7,10,-0.3535533906,0.8535533906,0.0000000000,0.0000000000
19,two_tone_2_7,11,-0.1622116744,-0.1083863757,-0.0000000000,0.0000000000
19,two_tone_2_7,12,-0.5000000000,0.5000000000,-0.0000000000,0.0000000000
19,two_tone_2_7,13,-0.5448951068,-0.8154931568,0.0000000000,-0.0000000000
19,two_tone_2_7,14,0.3535533906,-0.1464466094,-0.0000000000,-0.0000000000
19,two_tone_2_7,15,-0.1083863757,-0.5448951068,0.0000000000,-0.0000000000
20,two_tone_3_8,0,1.0000000000,0.0000000000,0.0000000000,0.0000000000
20,two_tone_3_8,1,-0.3086582838,0.4619397663,-0.0000000000,0.0000000000
20,two_tone_3_8,2,0.1464466094,0.3535533906,0.0000000000,0.0000000000
20,two_tone_3_8,3,-0.9619397663,-0.1913417162,8.0000000000,0.0000000000
20,two_tone_3_8,4,0.5000000000,-0.5000000000,-0.0000000000,0.0000000000
20,two_tone_3_8,5,-0.0380602337,-0.1913417162,-0.0000000000,-0.0000000000
20,two_tone_3_8,6,0.8535533906,0.3535533906,0.0000000000,-0.0000000000
20,two_tone_3_8,7,-0.6913417162,0.4619397663,-0.0000000000,0.0000000000
20,two_tone_3_8,8,0.0000000000,-0.0000000000,8.0000000000,-0.0000000000
20,two_tone_3_8,9,-0.6913417162,-0.4619397663,0.0000000000,0.0000000000
20,two_tone_3_8,10,0.8535533906,-0.3535533906,-0.0000000000,-0.0000000000
20,two_tone_3_8,11,-0.0380602337,0.1913417162,0.0000000000,-0.0000000000
20,two_tone_3_8,12,0.5000000000,0.5000000000,0.0000000000,0.0000000000
20,two_tone_3_8,13,-0.9619397663,0.1913417162,0.0000000000,0.0000000000
20,two_tone_3_8,14,0.1464466094,-0.3535533906,-0.0000000000,0.0000000000
20,two_tone_3_8,15,-0.3086582838,-0.4619397663,0.0000000000,0.0000000000
21,two_tone_4_12,0,1.0000000000,0.0000000000,-0.0000000000,0.0000000000
21,two_tone_4_12,1,-0.0000000000,0.0000000000,0.0000000000,-0.0000000000
21,two_tone_4_12,2,-1.0000000000,0.0000000000,0.0000000000,-0.0000000000
21,two_tone_4_12,3,0.0000000000,0.0000000000,-0.0000000000,0.0000000000
21,two_tone_4_12,4,1.0000000000,-0.0000000000,8.0000000000,-0.0000000000
21,two_tone_4_12,5,-0.0000000000,0.0000000000,0.0000000000,0.0000000000
21,two_tone_4_12,6,-1.0000000000,0.0000000000,-0.0000000000,-0.0000000000
