test_id,test_name,mode,num_ffts,src_addr,dst_addr,sample_idx,in_re,in_im,exp_re,exp_im
4,fft_batch3,0,3,256,4096,14,0.7071067812,-0.7071067812,-0.0000000000,-0.0000000000
4,fft_batch3,0,3,256,4096,15,0.9238795325,-0.3826834324,0.0000000000,-0.0000000000
4,fft_batch3,0,3,256,4096,16,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,17,-1.0000000000,0.0000000000,-0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,18,1.0000000000,-0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,19,-1.0000000000,0.0000000000,-0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,20,1.0000000000,-0.0000000000,-0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,21,-1.0000000000,0.0000000000,-0.0000000000,-0.0000000000
4,fft_batch3,0,3,256,4096,22,1.0000000000,-0.0000000000,0.0000000000,-0.0000000000
4,fft_batch3,0,3,256,4096,23,-1.0000000000,0.0000000000,-0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,24,1.0000000000,-0.0000000000,16.0000000000,-0.0000000000
4,fft_batch3,0,3,256,4096,25,-1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,26,1.0000000000,-0.0000000000,-0.0000000000,-0.0000000000
4,fft_batch3,0,3,256,4096,27,-1.0000000000,0.0000000000,0.0000000000,-0.0000000000
4,fft_batch3,0,3,256,4096,28,1.0000000000,-0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,29,-1.0000000000,-0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,30,1.0000000000,-0.0000000000,-0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,31,-1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,32,1.0000000000,0.0000000000,16.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,33,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,34,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,35,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,36,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,37,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,38,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,39,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,40,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,41,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,42,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,43,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,44,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,45,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,46,1.0000000000,0.0000000000,0.0000000000,0.0000000000
4,fft_batch3,0,3,256,4096,47,1.0000000000,0.0000000000,0.0000000000,0.0000000000
5,fft_random5,0,5,256,4096,0,-0.3010803843,-0.7763327666,-3.6995472385,-2.8382284671
5,fft_random5,0,5,256,4096,1,-0.7262854025,-0.8689352842,1.8055916175,-0.9042586921
5,fft_random5,0,5,256,4096,2,-0.1996125967,0.0757205305,-3.2670807793,-0.1579459673
5,fft_random5,0,5,256,4096,3,0.3941871572,-0.5243420515,-0.5958343702,-1.8268839291
5,fft_random5,0,5,256,4096,4,-0.7258394363,0.3556203210,-1.9110481923,2.0220947540
5,fft_random5,0,5,256,4096,5,-0.4288489928,0.0846711751,-0.2409570919,-0.2279663684
5,fft_random5,0,5,256,4096,6,0.3485211102,-0.1107866068,0.0445243759,-2.9792602562
5,fft_random5,0,5,256,4096,7,-0.8426385768,0.0139390302,-0.1501436294,-1.5286964876
5,fft_random5,0,5,256,4096,8,-0.6648334629,0.4410932341,2.9932164321,2.6837497032
5,fft_random5,0,5,256,4096,9,-0.7469859616,0.0513437727,-0.6480966306,2.1333659658
5,fft_random5,0,5,256,4096,10,0.2210108384,-0.4611335953,2.2764762847,-0.1830458854
5,fft_random5,0,5,256,4096,11,-0.3953810943,-0.8817710498,2.6588299266,-1.8336925499
5,fft_random5,0,5,256,4096,12,0.1787246735,0.5967027962,-3.4347354412,0.6007183490
5,fft_random5,0,5,256,4096,13,-0.1264146621,-0.2666523939,-0.4258554817,-2.2525884684
5,fft_random5,0,5,256,4096,14,0.7899438548,-0.1981232951,-0.7291162190,-1.8299984902
5,fft_random5,0,5,256,4096,15,-0.4740143025,-0.3692422837,0.5064902880,-3.2986874754
5,fft_random5,0,5,256,4096,16,0.8944417990,-0.5047041742,3.3630510396,0.7889962570
5,fft_random5,0,5,256,4096,17,0.8809655699,0.2668135614,-1.6504334262,1.4913384737
5,fft_random5,0,5,256,4096,18,-0.3410877380,0.7246756095,5.7311446684,-3.2686353551
5,fft_random5,0,5,256,4096,19,0.7551352080,0.3077828191,0.3939803217,-1.3110978895
5,fft_random5,0,5,256,4096,20,-0.7370074064,-0.8800364147,3.7241138795,-2.6128388277
5,fft_random5,0,5,256,4096,21,-0.2395039078,0.4826428520,-0.0375308234,0.8063916922
5,fft_random5,0,5,256,4096,22,0.0671341941,-0.4901584839,0.4928637852,-1.9162131556
5,fft_random5,0,5,256,4096,23,0.4071810617,-0.4904543902,1.7902365234,0.2739688130
5,fft_random5,0,5,256,4096,24,0.7131326699,-0.8968385409,-2.7315319553,-1.5057878455
5,fft_random5,0,5,256,4096,25,0.8939149480,0.3311605926,-2.3722538863,3.3617349781
5,fft_random5,0,5,256,4096,26,-0.5432562096,0.4763635354,-0.6204576756,2.6138814538
5,fft_random5,0,5,256,4096,27,0.1922531687,0.6659244829,1.3039367272,-3.8142989925
5,fft_random5,0,5,256,4096,28,0.6439421792,0.3758088458,1.7024040030,-4.2934507195
5,fft_random5,0,5,256,4096,29,-0.4318838343,-0.0014935113,-0.2379263900,1.4328706653
5,fft_random5,0,5,256,4096,30,-0.3815399461,0.8364938286,1.1990080066,-1.0182935280
5,fft_random5,0,5,256,4096,31,0.5892292832,-0.4149843553,2.2604639861,0.8961671932
5,fft_random5,0,5,256,4096,32,-0.1997613728,0.7591297545,-1.1119500098,1.2948412789
5,fft_random5,0,5,256,4096,33,0.0733848732,-0.1589482428,-1.7868760424,0.9716230882
5,fft_random5,0,5,256,4096,34,-0.2329077448,0.1649511021,-0.8283854046,1.0311631780
5,fft_random5,0,5,256,4096,35,0.0294457694,-0.2053683695,-0.9583319020,-0.7725883236
5,fft_random5,0,5,256,4096,36,0.4672087705,0.3737207818,-0.1691610934,0.6799066986
5,fft_random5,0,5,256,4096,37,-0.6381980549,-0.8882497303,0.4539085079,0.7894997485
5,fft_random5,0,5,256,4096,38,0.6175148874,0.1283009050,0.6044995284,-2.3589644066
5,fft_random5,0,5,256,4096,39,-0.6529525564,-0.2493170727,-3.5070404598,2.8823107489
5,fft_random5,0,5,256,4096,40,0.1359323126,0.7174961758,-0.1277701859,1.5437461532
5,fft_random5,0,5,256,4096,41,0.8822172236,0.0107881113,3.1871086442,-3.1862435419
5,fft_random5,0,5,256,4096,42,-0.7901269850,-0.7473812459,-1.1557583625,4.6823223927
5,fft_random5,0,5,256,4096,43,0.1802379621,0.2327568677,0.4453686137,-0.4965216649
5,fft_random5,0,5,256,4096,44,-0.5018906120,-0.2291173733,1.0148376825,2.9664232242
5,fft_random5,0,5,256,4096,45,0.0081801335,0.6781839492,-0.7855632309,-2.2847425095
5,fft_random5,0,5,256,4096,46,-0.1158293538,0.2521936161,1.2630553641,1.9735689234
5,fft_random5,0,5,256,4096,47,-0.3744052625,0.4557020499,0.2658763862,2.4297310843
5,fft_random5,0,5,256,4096,48,0.0646971372,0.7686364400,-0.5844538775,2.4809776173
5,fft_random5,0,5,256,4096,49,0.0575442500,0.1458100633,-4.2676919800,-0.2348932594
5,fft_random5,0,5,256,4096,50,0.1614268849,-0.5259290500,0.4291577398,2.8255644442
5,fft_random5,0,5,256,4096,51,-0.8355411726,-0.7734464827,0.4364763158,-0.7547909398
5,fft_random5,0,5,256,4096,52,-0.7201770135,-0.8769514251,4.6113683894,-0.2593314809
5,fft_random5,0,5,256,4096,53,0.6623969009,0.0154503861,-5.8364240582,1.1404079874
5,fft_random5,0,5,256,4096,54,-0.5933365394,0.7560546165,2.3798428095,1.9740985831
5,fft_random5,0,5,256,4096,55,0.2850253883,-0.8372250433,1.6351686023,-2.6356666747
5,fft_random5,0,5,256,4096,56,0.6420176131,0.7472828989,0.3186782158,1.7351408778
5,fft_random5,0,5,256,4096,57,-0.3472018662,0.8955433851,2.6648722418,0.4987930342
5,fft_random5,0,5,256,4096,58,-0.8715781547,0.6713816182,-0.2772314514,2.2208922538
5,fft_random5,0,5,256,4096,59,0.5417263433,0.3776338124,-2.5852997538,0.7821097106
5,fft_random5,0,5,256,4096,60,0.6716309046,0.4988884823,-1.7129181620,0.5946385702
5,fft_random5,0,5,256,4096,61,-0.3850297953,0.7107269881,-0.3733977364,4.2483380752
5,fft_random5,0,5,256,4096,62,0.5124313369,0.0686956667,0.4892743389,0.5553738458
5,fft_random5,0,5,256,4096,63,-0.4304860951,-0.1615747394,3.7077325614,-2.8734696041
5,fft_random5,0,5,256,4096,64,-0.4837253752,0.7245045694,0.3545616358,-0.0584718901
5,fft_random5,0,5,256,4096,65,0.7980872645,-0.2664551357,2.9646616156,4.0450031175
5,fft_random5,0,5,256,4096,66,-0.7010266918,0.5484100824,-0.7327735707,0.6057649853
5,fft_random5,0,5,256,4096,67,0.2223108852,0.1517899342,1.2329161864,0.4342717432
5,fft_random5,0,5,256,4096,68,-0.4217667436,0.1720358781,-3.1992747903,-0.2675961592
5,fft_random5,0,5,256,4096,69,-0.5713894060,-0.5851930493,-0.0915996669,-0.3965524116
5,fft_random5,0,5,256,4096,70,0.2240305930,0.8332722989,0.3658777868,-0.3238872168
5,fft_random5,0,5,256,4096,71,-0.6428350366,-0.4013340158,-4.7250143659,-1.1447344632
5,fft_random5,0,5,256,4096,72,-0.2464947550,0.3782175407,-1.8565923554,4.4134403592
5,fft_random5,0,5,256,4096,73,-0.2409047775,-0.7476406503,-1.5381485633,-1.6568114098
5,fft_random5,0,5,256,4096,74,0.7789618296,-0.1148301391,1.4170066857,3.5681838960
5,fft_random5,0,5,256,4096,75,0.4112982567,-0.7320190370,1.3360590241,4.6540570165
5,fft_random5,0,5,256,4096,76,-0.7986616371,-0.1125253332,-3.1012885338,0.5615583096
5,fft_random5,0,5,256,4096,77,0.7742840340,0.4568142089,-1.1455910210,-2.1140707554
5,fft_random5,0,5,256,4096,78,0.8976674203,-0.2516006625,0.9107221004,0.3227845961
5,fft_random5,0,5,256,4096,79,0.3547257753,-0.1119183796,0.0688718291,-1.0508666075
6,fft_random8,0,8,256,4096,0,0.5941174431,0.4012702200,3.5369614446,0.3951556102
6,fft_random8,0,8,256,4096,1,0.7269440522,-0.5855408263,-1.5184410142,-1.1918199399
6,fft_random8,0,8,256,4096,2,-0.5183949598,-0.2018860978,-1.1244922451,0.2032580669
6,fft_random8,0,8,256,4096,3,0.7962053396,-0.1839906178,1.4577935152,-1.9343091988
6,fft_random8,0,8,256,4096,4,-0.1034090551,-0.5969290907,0.8405689145,-0.3613910829
6,fft_random8,0,8,256,4096,5,0.0304814151,0.3248385483,4.2741688144,1.0192257826
6,fft_random8,0,8,256,4096,6,0.5403431558,-0.3394850773,-2.2550326849,-0.3699184259
6,fft_random8,0,8,256,4096,7,0.8957553912,0.5742608148,3.1039721557,1.7639439000
6,fft_random8,0,8,256,4096,8,-0.8994943469,-0.1604770236,-4.4445959407,0.6633697802
6,fft_random8,0,8,256,4096,9,0.5025759318,-0.0067502270,-1.0558681234,2.6119944020
6,fft_random8,0,8,256,4096,10,-0.2323538782,0.6963713716,0.5146865718,3.2572075571
6,fft_random8,0,8,256,4096,11,0.4945691914,-0.0704017953,2.0297286681,1.4199992929
6,fft_random8,0,8,256,4096,12,0.3852314041,0.1787244581,-0.0271526379,-1.4067800527
6,fft_random8,0,8,256,4096,13,0.4740407047,0.4173293506,1.1719732881,1.7621505663
6,fft_random8,0,8,256,4096,14,-0.2198570110,0.5516739350,0.5160413469,-0.4545558818
6,fft_random8,0,8,256,4096,15,0.0702066666,-0.6038523322,2.4855670161,-0.9572068566
6,fft_random8,0,8,256,4096,16,-0.0850450139,0.0476142458,-2.4512754820,2.8628211800
6,fft_random8,0,8,256,4096,17,-0.5542431840,0.6115863682,0.1930975145,1.3052536341
6,fft_random8,0,8,256,4096,18,-0.6988625608,-0.8057709162,0.4163226408,0.6156714320
6,fft_random8,0,8,256,4096,19,-0.5490580966,0.8324399952,1.1447915233,1.2770416756
6,fft_random8,0,8,256,4096,20,-0.1799404253,0.1983790891,0.4000475774,4.7824571638
6,fft_random8,0,8,256,4096,21,-0.3177971542,0.5508050040,-2.1910128340,-0.7163511745
6,fft_random8,0,8,256,4096,22,-0.3882797585,0.1618320139,1.9955110372,-1.5074341257
6,fft_random8,0,8,256,4096,23,0.5473429091,0.2255012780,2.8291213479,0.0586479762
6,fft_random8,0,8,256,4096,24,-0.2437335432,-0.2416229851,-1.2234657568,-4.1512658997
6,fft_random8,0,8,256,4096,25,-0.4855136223,0.5803342460,0.3079211897,-1.1603980870
6,fft_random8,0,8,256,4096,26,-0.4017709010,-0.3544842923,-1.0602013897,-0.2261455936
6,fft_random8,0,8,256,4096,27,0.6888495027,0.2581329000,-0.2958730189,3.8428017693
6,fft_random8,0,8,256,4096,28,-0.6066759628,0.8921405017,-1.1868861199,0.0920309623
6,fft_random8,0,8,256,4096,29,-0.1220050211,0.4075295760,-0.4502974030,0.0215024008
6,fft_random8,0,8,256,4096,30,0.7669375461,-0.5423100169,0.4797190359,-4.0202050333
6,fft_random8,0,8,256,4096,31,0.1785198039,0.0407141725,-0.2682400845,-2.3146003475
6,fft_random8,0,8,256,4096,32,0.2826719987,-0.3629334472,0.9602265247,-0.4606427644
6,fft_random8,0,8,256,4096,33,0.2092311231,0.4686044175,-0.4803183352,3.0060875962
6,fft_random8,0,8,256,4096,34,-0.7232580586,-0.3558704611,3.9646493684,0.9614829510
6,fft_random8,0,8,256,4096,35,-0.7011947406,0.6394709274,-0.3938130193,1.1974017408
6,fft_random8,0,8,256,4096,36,-0.6419736222,-0.0140413907,-0.7320328610,-1.5601442433
6,fft_random8,0,8,256,4096,37,0.1569778041,0.2045507253,0.1338327986,-1.3572055335
6,fft_random8,0,8,256,4096,38,0.1091722207,-0.0871312913,1.3505273503,-0.7601118785
6,fft_random8,0,8,256,4096,39,0.7052279636,-0.7749844864,3.1448122328,-2.4618343619
6,fft_random8,0,8,256,4096,40,-0.1262967930,-0.4251448032,-0.8199931734,-0.3780169738
6,fft_random8,0,8,256,4096,41,0.4246512214,0.1054499761,-0.8258416011,1.0415411065
6,fft_random8,0,8,256,4096,42,0.3623241111,0.4273916616,-3.5910808574,0.8456789906
6,fft_random8,0,8,256,4096,43,0.1667360902,0.0705226690,-1.3444048271,0.0893144744
6,fft_random8,0,8,256,4096,44,-0.0141088209,-0.3859260223,-1.4070294401,-2.3533786721
6,fft_random8,0,8,256,4096,45,-0.5441138313,-0.6305124218,4.2957408306,0.0698814600
6,fft_random8,0,8,256,4096,46,0.8215856399,0.7843258851,1.5257347339,-2.5994934128
6,fft_random8,0,8,256,4096,47,0.4725942186,-0.1244147025,-1.2582577459,-1.0874956342
6,fft_random8,0,8,256,4096,48,-0.5551859995,0.4378904504,-0.1844447132,-0.9008747961
6,fft_random8,0,8,256,4096,49,0.4575617820,-0.6105705817,-1.7320421778,-1.1062894449
6,fft_random8,0,8,256,4096,50,0.5867780869,-0.0555781938,-0.0269351888,0.1394038338
6,fft_random8,0,8,256,4096,51,-0.7514191890,-0.2404958621,-1.9903325270,-0.9417855003
6,fft_random8,0,8,256,4096,52,0.4669154196,0.3398456390,-1.2112343724,0.5202440110
6,fft_random8,0,8,256,4096,53,0.6838998517,-0.2663325120,-3.8010936196,-3.4902364568
6,fft_random8,0,8,256,4096,54,-0.4066764564,-0.7940284699,0.9131894478,2.3589049610
6,fft_random8,0,8,256,4096,55,-0.2021662802,-0.2336433515,-2.0550071343,3.3465171771
6,fft_random8,0,8,256,4096,56,0.5816898584,0.7387373896,-1.2896428606,0.3536187938
6,fft_random8,0,8,256,4096,57,-0.0206275476,0.3591350908,0.5530767871,-1.4155874287
6,fft_random8,0,8,256,4096,58,0.0238486057,-0.7503784362,1.1488934027,-2.1634422357
6,fft_random8,0,8,256,4096,59,0.2213099583,0.2988554786,-0.8096015707,-0.2219744627
6,fft_random8,0,8,256,4096,60,-0.7130587481,0.1101436994,1.8067640678,6.5334807049
6,fft_random8,0,8,256,4096,61,0.6587746243,-0.5503550046,1.3513633365,0.0888289022
6,fft_random8,0,8,256,4096,62,-0.7213545535,-0.3002600796,-0.9445589122,2.5716874472
6,fft_random8,0,8,256,4096,63,-0.4947341257,0.6161599475,-0.6113699579,1.3337516997
6,fft_random8,0,8,256,4096,64,0.0265281458,0.7885403727,-3.4281344554,-1.1116836424
6,fft_random8,0,8,256,4096,65,-0.1337774108,0.4334078032,-1.2573474242,2.1377952237
6,fft_random8,0,8,256,4096,66,-0.0985409771,-0.1005688254,0.5809815546,0.5547473572
6,fft_random8,0,8,256,4096,67,-0.8660783176,0.2258083089,2.0827057429,1.0606591309
6,fft_random8,0,8,256,4096,68,0.2766876865,-0.8808083856,0.3905808002,-0.7094872924
6,fft_random8,0,8,256,4096,69,-0.3328458928,0.4002232435,-0.5943516788,-0.3614332827
6,fft_random8,0,8,256,4096,70,0.4855931547,-0.6279000661,0.2436216003,0.5636832838
6,fft_random8,0,8,256,4096,71,-0.4184437729,-0.4555642233,2.1264266142,4.1240735558
6,fft_random8,0,8,256,4096,72,-0.7685399135,-0.8636105813,1.5666218872,-2.1766143495
6,fft_random8,0,8,256,4096,73,-0.5231016159,0.7837919241,-2.8201527010,-1.0721086260
6,fft_random8,0,8,256,4096,74,0.8041922452,0.2905420174,0.4214062055,-0.0962717717
